wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
7,2,0,5,29,17,2,3,6,0.888888889,133,1.0,2,0.85,0.285714286,1,2,17.57142857,2,1.0
10,1,0,2,10,45,1,1,10,2.0,10,0.0,0,0.0,0.75,0,0,0.0,1,1.0
4,3,0,6,13,0,1,6,1,0.666666667,84,0.5,0,0.94,0.5,2,7,19.5,2,1.0
5,3,0,13,20,8,1,12,2,0.5,66,1.0,0,0.931034483,0.472222222,0,0,12.0,1,0.4
9,5,0,11,20,4,4,7,9,0.6875,108,1.0,0,0.919191919,0.388888889,2,7,10.55555556,3,1.2222
11,1,0,2,14,49,2,1,11,0.8,50,1.0,1,0.0,0.454545455,0,0,3.363636364,1,0.9091
2,1,0,6,5,1,1,5,1,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5
22,1,1,28,42,0,21,9,21,0.734693878,477,0.285714286,2,0.0,0.365079365,0,0,20.36363636,3,1.0
7,2,0,16,27,9,4,12,4,0.583333333,101,1.0,2,0.7,0.464285714,1,1,13.14285714,2,1.0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
12,2,0,8,32,0,4,5,7,0.272727273,176,0.0,0,0.615384615,0.35,1,2,13.58333333,4,1.4167
10,1,0,56,18,17,56,0,10,0.777777778,106,1.0,0,0.0,0.4,1,1,9.1,2,1.0
5,2,0,12,10,2,2,12,5,0.8125,74,0.0,4,0.5,0.4,0,0,13.0,3,1.6
12,2,0,13,34,32,8,5,11,1.034090909,323,0.125,0,0.633333333,0.35,1,5,24.58333333,14,2.0
3,6,0,3,7,3,0,0,3,2.0,17,0.0,0,0.988950276,1.0,1,1,4.666666667,1,0.6667
32,3,7,16,77,236,8,11,14,0.650537634,1240,0.833333333,3,0.625,0.180555556,2,25,37.5625,11,2.3438
11,3,0,14,37,19,1,13,9,0.75,317,1.0,1,0.787234043,0.327272727,1,1,27.27272727,21,3.0
37,2,0,9,50,442,3,6,34,0.895833333,485,0.9375,6,0.244444444,0.25462963,1,4,11.67567568,2,0.9459
30,1,0,13,73,347,1,12,27,0.668965517,380,1.0,2,0.0,0.114285714,0,0,11.5,3,1.0333
3,1,0,21,3,3,21,0,3,1.5,6,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0
15,3,0,10,44,3,0,10,13,0.767857143,334,0.5,0,0.733333333,0.241666667,1,10,21.0,5,1.3333
22,3,0,28,72,121,10,22,21,0.852380952,485,1.0,4,0.740740741,0.140495868,2,7,20.59090909,8,2.0455
5,1,0,8,6,0,8,0,0,0.125,100,0.0,0,0.0,0.55,0,0,18.2,1,0.4
11,2,1,12,54,25,1,11,5,0.3,444,1.0,1,0.666666667,0.227272727,2,10,39.27272727,23,5.1818
6,1,3,31,14,7,31,1,6,0.6,49,1.0,1,0.0,0.583333333,0,0,6.833333333,1,0.8333
3,4,0,1,4,1,0,1,2,0.5,426,0.0,0,0.976190476,1.0,0,0,140.6666667,1,0.3333
11,1,3,7,29,33,6,5,8,0.633333333,141,0.666666667,0,0.0,0.185714286,0,0,11.54545455,3,1.4545
12,1,0,0,12,66,0,0,12,2.0,12,0.0,0,0.0,0.75,0,0,0.0,1,1.0
12,2,1,9,20,26,6,4,12,0.803030303,159,0.833333333,3,0.814814815,0.395833333,1,4,11.75,2,1.4167
2,1,0,3,3,0,1,2,2,0.0,12,1.0,1,0.0,0.75,0,0,4.5,1,0.5
2,3,2,10,8,1,7,5,1,2.0,44,0.0,0,0.986111111,0.5,0,0,21.0,3,1.5
6,3,0,10,33,0,3,8,5,0.466666667,198,1.0,1,0.880952381,0.333333333,2,4,31.5,2,1.0
14,1,19,21,21,59,19,2,12,0.807692308,163,1.0,0,0.0,0.404761905,0,0,10.21428571,5,1.4286
1,1,0,16,1,0,14,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
6,3,0,7,13,3,1,6,4,0.0,46,1.0,1,0.791666667,0.375,1,1,6.5,1,0.8333
16,2,0,16,32,86,12,4,16,0.511111111,187,0.0,1,0.409090909,0.294642857,1,8,10.5,1,0.8125
8,2,0,9,56,12,3,8,4,0.771428571,386,1.0,0,0.897058824,0.3125,0,0,46.625,15,2.875
8,5,0,17,66,28,1,16,6,2.0,543,0.0,0,0.888888889,0.475,3,8,66.875,1,0.875
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
14,3,0,13,32,37,3,12,14,0.692307692,154,1.0,1,0.910714286,0.223214286,0,0,9.785714286,1,0.7143
1,1,0,10,1,0,10,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
7,1,0,1,10,21,1,0,7,2.0,155,0.0,0,0.0,0.321428571,0,0,21.14285714,4,2.5714
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2,1,0,22,2,1,22,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,1,0,36,4,6,36,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
2,5,0,5,6,1,0,5,2,2.0,14,0.0,0,0.982142857,0.75,2,7,6.0,1,0.5
8,2,0,12,15,22,3,11,8,0.285714286,60,1.0,0,0.827586207,0.303571429,0,0,6.375,1,0.625
8,4,0,7,34,6,0,7,8,0.761904762,626,1.0,0,0.917647059,0.4375,2,2,76.5,3,1.625
9,1,0,7,10,2,7,0,8,0.666666667,83,0.666666667,1,0.0,0.5,1,1,7.888888889,5,1.1111
26,1,1,17,84,315,12,5,23,0.884444444,1119,0.888888889,6,0.0,0.22,0,0,41.69230769,40,4.9615
5,2,0,17,6,6,15,2,5,0.75,25,1.0,0,0.818181818,0.4,0,0,3.6,1,0.8
20,2,2,10,40,112,4,6,13,0.684210526,296,1.0,1,0.514285714,0.19375,1,3,13.65,5,1.85
7,1,2,5,9,21,5,1,6,2.0,18,0.0,0,0.0,0.476190476,0,0,1.571428571,1,0.8571
2,4,0,3,3,1,1,2,2,2.0,13,0.0,0,0.987804878,0.6,0,0,5.5,1,0.5
9,3,0,9,20,26,1,9,6,0.84375,81,0.75,1,0.793103448,0.325,1,1,7.555555556,2,0.7778
20,2,0,41,44,190,18,30,19,2.0,353,0.0,0,0.634615385,0.230769231,2,4,16.65,8,1.45
2,1,0,0,5,1,0,0,0,1.0,44,0.0,0,0.0,1.0,0,0,17.0,0,0.0
3,1,0,3,9,0,1,2,3,0.0,31,1.0,0,0.0,0.5,0,0,9.0,1,0.6667
6,1,0,1,6,15,1,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0
12,2,0,5,22,46,2,3,10,0.818181818,128,0.5,0,0.55,0.4,1,6,9.5,2,1.0
26,1,0,2,38,243,2,0,25,0.828571429,248,1.0,0,0.0,0.243589744,0,0,8.269230769,6,1.2308
8,2,0,17,29,0,17,0,8,0.285714286,119,0.0,0,0.666666667,0.34375,0,0,13.75,2,1.0
4,1,0,9,14,6,9,0,3,2.0,66,0.0,0,0.0,0.416666667,0,0,15.5,5,1.75
10,2,0,6,19,39,2,4,8,0.833333333,91,0.5,0,0.578947368,0.32,1,4,7.9,2,0.9
4,1,0,9,4,6,9,0,4,1.333333333,5,0.0,0,0.0,0.5,0,0,0.0,1,1.0
5,6,0,6,24,2,0,0,5,0.625,88,1.0,0,0.963636364,0.7,2,2,16.2,1,0.8
1,1,0,36,1,0,36,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,4,0,5,7,1,0,5,2,2.0,43,0.0,0,0.979591837,0.75,1,6,20.5,1,0.5
10,1,0,0,15,37,0,0,10,0.777777778,64,1.0,0,0.0,0.375,0,0,5.0,1,0.8
2,4,1,9,14,1,2,7,1,2.0,50,0.0,0,0.995260664,0.625,2,2,24.0,1,0.5
3,1,0,5,5,0,2,3,3,0.0,426,0.0,0,0.0,0.533333333,0,0,140.0,1,0.6667
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.416666667,0,0,0.0,1,1.0
16,1,0,0,16,120,0,0,16,2.0,16,0.0,0,0.0,0.375,0,0,0.0,1,1.0
32,1,0,29,76,172,13,17,29,0.824884793,561,0.714285714,1,0.0,0.225806452,0,0,16.3125,8,1.875
8,6,0,6,31,20,4,4,1,0.761904762,123,0.666666667,1,0.991017964,0.5,4,12,14.0,2,0.875
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333
7,5,0,4,17,0,1,3,5,0.777777778,107,1.0,0,0.848484848,0.476190476,2,5,13.85714286,5,1.2857
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0
9,2,0,10,36,14,1,10,8,0.5625,159,1.0,1,0.454545455,0.377777778,0,0,16.44444444,4,1.3333
5,3,0,25,32,0,2,23,4,0.25,269,1.0,1,0.933333333,0.333333333,1,4,52.6,5,1.8
11,2,0,2,25,0,1,1,11,0.35,98,0.0,1,0.62962963,0.242424242,1,5,7.727272727,1,0.9091
51,1,1,44,135,1139,34,18,35,0.949090909,1644,0.818181818,4,0.0,0.111764706,0,0,30.80392157,6,1.5882
22,1,0,0,43,127,0,0,20,0.698412698,161,0.0,3,0.0,0.15034965,0,0,6.181818182,2,0.9545
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
4,1,0,2,12,6,0,2,3,2.0,37,0.0,0,0.0,0.5625,0,0,8.25,2,1.0
23,3,1,18,69,163,4,14,14,0.846153846,514,1.0,2,0.637931034,0.198863636,0,0,20.7826087,3,1.0435
3,4,0,1,4,1,0,1,2,0.5,314,0.0,0,0.976190476,1.0,0,0,103.3333333,1,0.3333
3,3,0,2,11,3,1,1,3,2.0,25,0.0,0,0.8,0.666666667,2,2,7.333333333,1,0.6667
3,6,0,4,21,1,1,3,1,0.5,159,1.0,1,0.997019374,1.0,1,3,50.0,1,0.6667
6,1,0,11,13,15,0,11,6,2.0,35,0.0,0,0.0,0.361111111,0,0,4.833333333,1,0.8333
18,1,0,44,38,151,43,1,17,0.941176471,258,0.0,0,0.0,0.235294118,0,0,13.27777778,5,1.5556
3,1,0,38,3,3,38,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
3,6,0,4,24,1,1,3,3,0.5,230,1.0,1,0.996987952,1.0,2,4,73.0,3,1.6667
5,1,0,6,19,10,2,4,5,2.0,247,0.0,0,0.0,0.3,0,0,48.4,12,4.2
3,3,0,12,17,3,0,12,1,2.0,67,0.0,0,0.944444444,0.666666667,1,3,21.33333333,1,0.6667
3,3,0,3,7,3,0,3,3,2.0,33,0.0,0,1.0,0.75,0,0,10.0,0,0.0
7,1,0,7,18,0,3,6,5,0.5,155,0.0,1,0.0,0.458333333,0,0,20.85714286,4,1.4286
11,1,2,10,28,49,4,8,9,0.6,118,1.0,0,0.0,0.25974026,0,0,9.636363636,2,1.0
6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.583333333,0.444444444,1,1,12.16666667,3,1.1667
18,6,1,57,94,31,9,49,11,0.810457516,1125,1.0,1,0.853448276,0.261904762,3,8,61.0,6,2.6111
8,5,0,5,33,0,4,1,8,0.571428571,419,1.0,0,0.989393939,0.625,0,0,51.0,12,3.375
1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0
5,6,0,7,34,2,3,6,1,0.8,203,1.0,2,0.99389313,0.35,0,0,38.6,1,0.8
6,1,0,13,42,0,2,11,2,0.628571429,599,0.571428571,5,0.0,0.3,0,0,97.66666667,1,0.6667
1,4,0,0,2,0,0,0,1,2.0,24,0.0,0,1.0,1.0,0,0,7.0,0,0.0
5,2,5,15,7,10,10,6,4,2.0,14,0.0,0,0.75,0.466666667,1,1,1.8,1,0.8
13,1,0,27,23,68,25,2,12,0.929166667,400,0.4,0,0.0,0.708333333,0,0,28.23076923,50,4.5385
9,2,0,4,13,36,2,2,9,1.125,62,0.0,0,0.3,0.333333333,0,0,5.666666667,1,0.7778
4,1,4,5,6,6,4,1,1,2.0,15,0.0,0,0.0,0.666666667,0,0,2.75,1,0.75
7,4,0,3,64,5,1,2,5,0.794871795,427,1.0,0,0.990797546,0.464285714,1,2,58.14285714,3,1.2857
5,1,0,3,18,8,2,1,5,1.0,107,0.5,0,0.0,0.45,0,0,20.0,12,3.0
2,1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.625,0,0,0.0,1,1.0
2,5,0,3,7,0,1,2,2,0.0,25,1.0,1,0.944444444,0.666666667,0,0,11.0,1,0.5
18,1,0,16,45,85,3,15,13,0.838235294,258,1.0,3,0.0,0.165775401,0,0,12.88888889,5,1.4444
12,6,0,9,72,32,3,8,1,0.843434343,657,1.0,9,0.983823529,0.5,2,5,52.25,7,1.6667
11,1,0,2,37,49,1,1,4,0.933333333,680,0.25,0,0.0,0.233766234,0,0,59.72727273,60,9.7273
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.7,0,0,0.0,1,1.0
5,4,0,8,45,6,0,8,4,0.75,261,1.0,0,0.951219512,0.6,4,5,50.8,7,2.0
2,3,0,6,7,0,1,6,2,0.0,24,0.0,1,0.9375,0.6,0,0,10.5,1,0.5
12,2,0,5,24,46,1,4,10,0.818181818,141,0.5,0,0.55,0.5,1,6,10.58333333,2,0.8333
22,1,0,21,89,97,12,15,10,0.857142857,623,0.846153846,3,0.0,0.25,0,0,26.72727273,6,1.7727
4,2,0,5,11,4,1,4,2,0.833333333,108,1.0,1,0.5,0.4,1,1,25.5,3,1.25
4,1,0,7,7,4,1,6,2,0.666666667,30,1.0,1,0.0,0.5,0,0,6.25,2,0.75
5,1,0,5,15,4,1,5,5,0.25,77,1.0,0,0.0,0.4,0,0,14.2,2,0.8
2,1,0,3,2,1,3,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,2,0,4,16,0,0,4,4,0.333333333,59,1.0,0,0.842105263,0.875,1,1,13.5,5,1.75
31,2,0,20,45,431,5,18,30,0.947619048,251,0.928571429,3,0.369565217,0.162962963,1,2,6.64516129,2,0.9677
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
12,2,0,5,22,54,2,3,10,0.954545455,119,0.25,0,0.55,0.5,1,6,8.583333333,2,0.8333
18,2,0,13,61,57,3,13,13,0.607843137,316,1.0,2,0.346153846,0.172222222,1,1,16.38888889,3,1.1667
52,4,8,37,84,1016,20,20,45,0.864253394,666,0.769230769,4,0.616,0.145104895,2,9,11.55769231,12,1.4231
3,2,0,6,4,3,5,1,3,1.5,38,0.0,0,0.6,0.555555556,1,1,11.33333333,2,1.0
4,3,0,1,15,6,0,1,3,1.333333333,4270,0.0,0,0.926829268,0.333333333,0,0,1005.75,2,1.0
5,2,0,14,30,0,4,12,5,0.4,244,1.0,1,0.903225806,0.433333333,1,1,46.8,4,1.2
7,1,0,0,7,21,0,0,7,2.0,7,0.0,0,0.0,0.25,0,0,0.0,1,1.0
7,3,0,89,13,0,88,2,7,0.444444444,99,0.0,2,0.85,0.371428571,1,2,12.71428571,3,0.7143
4,2,0,1,6,0,0,1,4,0.333333333,22,1.0,0,0.666666667,0.583333333,0,0,4.25,1,0.5
15,4,0,3,38,105,1,2,15,2.0,195,0.0,0,0.87037037,0.32,1,1,12.0,6,1.7333
3,2,0,3,5,3,1,2,0,2.0,22,0.0,0,0.5,0.555555556,0,0,6.333333333,2,1.3333
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
18,2,0,13,37,125,3,13,17,0.870588235,162,1.0,0,0.58974359,0.179012346,1,1,7.722222222,3,1.0556
17,1,0,2,24,0,2,0,16,0.6875,622,0.833333333,0,0.0,0.291666667,0,0,34.88235294,10,2.2353
20,2,5,20,25,0,5,18,18,0.0,122,1.0,0,0.321428571,0.102777778,0,0,5.05,1,0.95
3,1,0,20,4,0,20,0,3,0.0,19,1.0,0,0.0,0.555555556,0,0,5.0,1,0.6667
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
9,3,0,5,26,16,0,5,7,0.75,185,1.0,0,0.8,0.388888889,0,0,19.0,2,1.0
1,4,0,0,2,0,0,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
3,4,0,13,12,3,1,12,3,2.0,56,0.0,0,0.979591837,0.5,2,4,17.66666667,3,1.3333
18,2,0,6,40,103,2,4,16,0.848739496,327,0.0,1,0.423076923,0.472222222,1,6,16.77777778,2,1.1667
18,2,0,25,85,133,2,0,6,0.781512605,568,1.0,1,0.272727273,0.31372549,1,3,30.16666667,11,2.0556
3,1,3,8,4,3,6,2,3,1.5,11,0.0,1,0.0,0.666666667,0,0,1.333333333,1,0.6667
9,1,2,10,12,30,10,2,7,0.75,31,1.0,1,0.0,0.266666667,0,0,2.333333333,1,0.8889
1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,5,0,4,8,0,1,4,2,0.0,22,1.0,1,0.95,0.666666667,0,0,9.5,1,0.5
10,4,0,16,36,3,4,12,10,0.583333333,246,1.0,2,0.795454545,0.266666667,1,3,23.2,7,2.3
8,2,0,5,15,16,2,3,8,0.428571429,96,1.0,1,0.166666667,0.375,0,0,10.75,3,1.125
3,1,0,11,3,3,8,3,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0
17,2,0,5,29,94,1,4,15,0.8125,240,0.8,0,0.44,0.470588235,1,6,12.82352941,2,0.8824
8,2,0,3,15,4,3,0,5,0.428571429,90,1.0,0,0.416666667,0.425,1,1,9.875,1,0.875
2,5,0,3,6,0,2,1,2,1.0,22,1.0,0,0.944444444,0.666666667,0,0,9.0,1,0.5
1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,4,0,7,5,0,4,3,1,0.0,30,1.0,0,0.952380952,0.666666667,1,1,13.5,2,1.0
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
4,2,0,3,17,0,1,2,2,0.555555556,109,0.333333333,0,0.571428571,0.45,0,0,25.5,6,2.0
1,1,0,2,2,0,2,0,1,2.0,20,0.0,0,0.0,1.0,0,0,15.0,0,0.0
42,2,7,147,68,819,134,15,40,0.96097561,466,0.1,0,0.428571429,0.112244898,2,8,9.857142857,4,1.1667
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
3,5,0,2,4,3,1,1,1,1.5,11,0.0,0,0.990950226,1.0,1,1,2.333333333,1,0.6667
10,1,0,5,10,45,3,2,10,2.0,10,0.0,0,0.0,0.266666667,0,0,0.0,1,1.0
10,1,1,5,11,27,3,2,10,0.888888889,79,0.0,2,0.0,0.4,0,0,6.0,1,0.9
11,3,0,11,19,35,7,6,11,0.8,85,1.0,3,0.951456311,0.272727273,2,6,6.454545455,1,0.9091
10,2,0,6,19,33,2,4,8,0.833333333,102,0.0,0,0.578947368,0.266666667,1,4,9.0,2,1.1
18,3,2,10,43,61,2,8,16,0.857142857,184,1.0,1,0.685185185,0.388888889,0,0,8.833333333,1,0.9444
0,1,0,5,0,0,5,0,0,2.0,14,0.0,0,0.0,0.0,0,0,0.0,0,0.0
11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182
42,1,0,3,66,375,2,1,29,0.780487805,2006,1.0,0,0.0,0.226480836,0,0,46.47619048,33,3.1429
8,2,0,6,20,4,2,5,7,0.8,143,0.6,0,0.583333333,0.291666667,1,2,16.25,1,0.625
1,1,0,6,1,0,5,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0
13,1,1,7,24,66,2,5,11,0.770833333,113,1.0,2,0.0,0.3,0,0,7.384615385,3,1.1538
16,1,0,1,34,4,1,0,2,0.516666667,259,1.0,0,0.0,0.3875,0,0,14.9375,5,1.5625
2,3,0,0,3,1,0,0,2,2.0,374,0.0,0,0.974358974,1.0,0,0,186.0,1,0.5
5,4,0,15,29,10,3,12,5,2.0,169,0.0,0,0.981900452,0.4,4,7,32.8,1,0.8
5,1,0,22,45,8,2,20,3,0.25,165,1.0,0,0.0,0.3,0,0,31.8,15,3.4
5,1,0,1,16,4,0,1,5,0.0,62,1.0,0,0.0,0.6,0,0,11.2,2,1.0
2,1,0,4,5,0,1,3,2,0.0,17,1.0,0,0.0,0.666666667,0,0,7.0,1,0.5
43,2,0,12,139,575,1,11,41,0.863945578,1086,0.785714286,2,0.236363636,0.153100775,0,0,23.93023256,2,1.0465
7,1,0,3,8,9,2,1,0,0.833333333,52,1.0,1,0.0,0.285714286,0,0,5.571428571,1,0.8571
1,1,0,13,1,0,11,2,1,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0
64,6,0,154,268,1652,134,46,46,0.959299959,2220,0.487179487,10,0.911016949,0.07734375,2,9,33.078125,36,3.1406
3,1,0,6,20,3,1,6,1,2.0,103,0.0,0,0.0,0.555555556,0,0,33.33333333,14,5.3333
8,1,0,7,32,28,0,7,4,2.0,237,0.0,0,0.0,0.625,0,0,28.625,11,3.0
10,1,2,15,17,23,14,1,7,0.777777778,80,0.0,0,0.0,0.4,0,0,6.6,1,0.7
6,1,0,5,6,15,5,1,6,2.0,6,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0
7,1,1,10,37,13,1,9,5,0.75,227,1.0,0,0.0,0.375,0,0,31.14285714,20,3.4286
17,1,0,31,91,100,5,26,7,0.7265625,741,1.0,3,0.0,0.275,0,0,42.11764706,10,2.8235
6,3,0,31,54,3,2,30,5,0.6,314,1.0,2,0.918032787,0.361111111,1,5,51.0,9,2.6667
11,2,0,12,108,11,2,12,3,0.914285714,1839,0.333333333,3,0.375,0.236363636,0,0,164.2727273,20,5.0909
29,1,0,18,57,314,3,17,27,0.920634921,201,1.0,2,0.0,0.144827586,0,0,5.620689655,2,0.9655
2,1,0,2,9,1,2,0,2,2.0,59,0.0,0,0.0,0.5,0,0,28.5,6,3.0
10,2,0,6,24,33,2,4,8,0.777777778,166,0.0,0,0.578947368,0.266666667,1,4,15.4,2,1.2
5,1,0,3,21,0,2,1,4,0.5,149,1.0,1,0.0,0.7,0,0,28.4,2,1.2
3,1,0,1,3,3,0,1,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0
5,1,0,7,10,10,7,0,5,2.0,85,0.0,0,0.0,0.2,0,0,16.0,5,3.0
7,1,0,52,7,21,49,3,7,1.166666667,26,0.0,0,0.0,0.392857143,0,0,0.0,1,1.0
5,1,0,1,35,4,1,0,4,0.583333333,354,1.0,0,0.0,0.5,0,0,69.2,8,3.2
5,3,0,14,43,4,0,14,4,0.5,233,1.0,1,0.9375,0.36,2,5,45.4,10,2.6
8,4,0,4,15,6,1,3,8,0.5,89,1.0,1,0.967567568,0.34375,1,1,9.875,3,1.25
5,2,0,11,23,10,1,10,4,1.0,130,0.0,0,0.764705882,0.5,0,0,24.8,1,0.8
3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0
36,1,0,52,81,630,24,34,33,2.0,342,0.0,0,0.0,0.138888889,0,0,8.5,12,1.2778
5,3,0,7,26,6,2,5,5,1.05,193,1.0,0,0.882352941,0.533333333,0,0,36.6,5,1.6
1,1,0,3,1,0,1,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
5,2,0,5,12,0,2,3,0,0.375,127,1.0,0,0.636363636,0.3,1,2,24.0,4,1.6
7,4,0,9,50,21,0,9,1,2.0,686,0.0,0,0.930232558,0.714285714,4,4,97.0,21,5.4286
3,4,0,4,10,0,0,4,3,0.0,55,0.0,0,0.962264151,0.666666667,1,1,17.0,1,0.6667
17,2,2,9,51,28,5,4,12,0.546875,344,1.0,2,0.792207792,0.294117647,2,4,18.76470588,5,2.1176
11,2,0,5,21,43,2,3,9,0.85,117,0.0,0,0.578947368,0.418181818,1,6,9.454545455,2,1.0
3,1,3,6,10,0,3,3,2,0.0,34,1.0,0,0.0,0.555555556,0,0,10.0,2,1.0
23,3,0,57,107,69,4,55,22,0.804545455,948,0.9,4,0.76344086,0.204968944,2,8,39.7826087,10,2.8261
16,2,0,5,28,72,1,4,14,0.933333333,254,0.333333333,0,0.458333333,0.46875,1,6,14.3125,2,0.875
4,1,0,2,19,4,1,1,2,0.666666667,139,0.0,0,0.0,0.555555556,0,0,33.5,3,1.25
4,2,0,4,17,6,2,3,4,2.0,86,0.0,0,0.928571429,0.6,1,1,20.5,2,1.0
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.7,0,0,0.0,1,1.0
2,5,2,6,4,1,4,2,2,2.0,13,0.0,0,1.0,0.875,0,0,5.5,0,0.0
28,2,0,12,57,0,0,12,23,0.0,200,1.0,1,0.73,0.185714286,1,9,6.107142857,1,0.9643
6,1,0,1,6,15,1,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0
20,1,0,8,29,108,5,3,20,0.809210526,188,1.0,1,0.0,0.235714286,0,0,8.0,1,0.9
4,2,0,2,5,6,0,2,4,2.0,12,0.0,0,0.571428571,0.5,0,0,2.0,1,0.75
6,1,0,6,6,15,6,1,6,2.0,6,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0
1,1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
5,3,0,9,17,8,1,8,5,0.875,93,0.5,0,0.904761905,0.4,1,6,17.2,8,2.4
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
20,2,0,11,91,190,4,9,19,1.0,690,0.0,0,0.672413793,0.4,2,3,33.4,8,3.0
6,1,0,9,18,15,8,1,5,2.0,102,0.0,0,0.0,0.333333333,0,0,16.0,5,2.8333
6,2,0,17,40,15,3,14,1,1.114285714,286,0.0,0,0.782608696,0.611111111,0,0,45.5,1,0.8333
5,2,0,1,18,10,1,0,5,2.0,107,0.0,0,0.888888889,0.6,1,2,20.4,4,1.8
13,3,0,34,77,46,3,33,2,0.777777778,672,1.0,0,0.772727273,0.305555556,2,2,50.46153846,5,2.1538
3,3,2,4,4,3,3,1,2,2.0,6,0.0,0,0.97260274,0.666666667,0,0,1.0,1,0.6667
16,3,2,19,25,106,9,11,12,0.633333333,118,1.0,2,0.682926829,0.215277778,1,1,6.25,2,0.875
5,2,0,10,34,10,1,9,2,1.25,171,0.333333333,0,0.851851852,0.466666667,0,0,32.6,7,2.0
19,5,0,33,76,119,26,16,11,0.904761905,618,0.857142857,3,0.973174367,0.203007519,3,18,30.78947368,6,1.4211
5,1,40,40,46,10,40,38,5,1.25,288,1.0,0,0.0,0.8,0,0,56.4,1,0.8
1,1,0,19,1,0,19,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,1,0,7,2,1,7,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,1,0,6,2,1,6,0,2,2.0,17,0.0,0,0.0,1.0,0,0,0.0,1,1.0
1,1,0,1,2,0,1,0,0,2.0,6,0.0,0,0.0,1.0,0,0,3.0,0,0.0
9,2,0,22,46,0,9,16,4,0.836538462,770,0.0,6,0.222222222,0.232142857,1,1,83.11111111,12,3.6667
